datetime,time_pts,acceleration_x,acceleration_y,acceleration_z,lat_decimal,lon_decimal,speed_mph,if_active,file_prefix,Video Clip,Clip
3/12/2024 7:34,0.0,-1.0,0.0,0.0,40.42024567,-86.90102833,0.0,A,240312_073434_005_FH_test,,"=HYPERLINK(""Video Clips\240312_073434_005_FH_test_clip_0.mp4"", ""Link to Clip"")"
3/12/2024 7:34,0.1,-1.0,0.0,0.0,40.42024567,-86.90102833,0.0,A,240312_073434_005_FH_test,,"=HYPERLINK(""Video Clips\240312_073434_005_FH_test_clip_1.mp4"", ""Link to Clip"")"
3/12/2024 7:34,0.2,-1.05,0.0,0.1,40.42024567,-86.90102833,0.0,A,240312_073434_005_FH_test,,"=HYPERLINK(""Video Clips\240312_073434_005_FH_test_clip_2.mp4"", ""Link to Clip"")"
3/12/2024 7:34,0.3,-1.0,-0.05,0.2,40.42024567,-86.90102833,0.0,A,240312_073434_005_FH_test,,"=HYPERLINK(""Video Clips\240312_073434_005_FH_test_clip_3.mp4"", ""Link to Clip"")"
3/12/2024 7:34,0.4,-1.0,-0.05,0.2,40.42024567,-86.90102833,0.0,A,240312_073434_005_FH_test,,"=HYPERLINK(""Video Clips\240312_073434_005_FH_test_clip_4.mp4"", ""Link to Clip"")"
